Comment,Annotation
"​ ram ko me bhagwan nhi manta bo sirf ek mahapurush h aur ek raja   bese hi B.R AMBEDKAR bhi ek mahapurush to hum kahe nhi sakte ki kon bada h kon chota aur ye batao ram manav jaati ke liye kya kiya h 
Dr br ambedkar  ne sabhi jaatiyo ke liye aur bharat ko bahut kuch kiya 

1- 1935 me SBI  ke stablish kiya 
2 - mahilo ko unke adhikaro  se parichit karaya 

3- majduro ki duty  12 ghante se 8 ghante  ki 
 Aise bahut kaam kiye baba saheb ne ......",Not Hatespeech
"​ sabse bade nahi tumhare bhagwano ki ginati bhi nahi hai babasahab ke samne. Agar babsaheb hai to tumhare bhagwan 100,200,400,800,1600,3200,10000000000000000000000000000000000 km ke bahar rehne chahiye. Babasaheb ke pair ke dhul ke 1000000000000 ve hisse ke barabar bhi nahi hai koi bhagwan chahe wo bhagwan ho allah ho ya jesus ho. Babsahab ke samne koi bhi nahi",Hatespeech
​ bhai keep it up,Not Hatespeech
"​ tum logo ko moolakaram tax dena padta tha jiski mukhalfat Tipu Sultan ne ki thi.
Or us shoshan se azadi dilayi. Or bhai ALLAH ko beech me mat lao.jo doshi he sirf usko bolo.
Islam kisi nirdosh kamzor ki mukhalfat nhi krta.
Or kisi zaleem RaJa ki chapaloosi krne ko nhi bolta.",Not Hatespeech
​ ki puja nahi hoti 😊.apka educational proof dijiye with marks aur family background tab apka believe ka respect karege 😊.boliye,Not Hatespeech
​ mahilao ka adhikar sirf isliye diya jisse usse support mile bohot 😂.aur yeh bhi ho sakta hain jisse unke samarthakon ladki sadi ke liye milti rahe.😂,Not Hatespeech
​ ek democracy hain ladkiyon ko adhikar unka haq hain koi br Ambedkar ladkiyan ko adhikar dene seh bada nahi hota.,Not Hatespeech
​ bola 12 seh 8 ghante ki kis sector mein boliye 😂,Not Hatespeech
"​ sahab ne उन्होंने दलितों और वंचित वर्गों के अधिकारों के लिए संघर्ष किया। अछूतों के खिलाफ भेदभाव को खत्म करने के लिए कई आंदोलन चलाए, जैसे महाड़ सत्याग्रह (1927) और नासिक के कालाराम मंदिर प्रवेश आंदोलन (1930)।हिंदू कोड बिल: उन्होंने महिलाओं और वंचित वर्गों के अधिकारों को मजबूत करने के लिए हिंदू कोड बिल का प्रारूप तैयार किया, जिसमें संपत्ति, विवाह और तलाक के अधिकार शामिल थे।शिक्षा और जागरूकता: बाबासाहेब ने शिक्षा के महत्व पर जोर दिया और पीपल्स एजुकेशन सोसाइटी की स्थापना की, जिसके तहत सिद्धार्थ कॉलेज और मिलिंद कॉलेज जैसे संस्थान शुरू किए।श्रमिक अधिकार: उन्होंने श्रमिकों के लिए 8 घंटे के कार्यदिवस और न्यूनतम मजदूरी जैसे सुधारों की वकालत की।14 अक्टूबर 1956 को उन्होंने लाखों अनुयायियों के साथ बौद्ध धर्म स्वीकार किया, ताकि सामाजिक समानता और जातिवाद से मुक्ति का मार्ग प्रशस्त हो।साहित्य और लेखन: उनकी पुस्तकें जैसे ""Annihilation of Caste"", ""Who Were the Shudras?"" और ""The Buddha and His Dhamma"" सामाजिक सुधार और बौद्ध दर्शन पर महत्वपूर्ण योगदान हैं।संस्थाओं की स्थापना: उन्होंने ऑल इंडिया शेड्यूल्ड कास्ट्स फेडरेशन (1942) और रिपब्लिकन पार्टी ऑफ इंडिया (1956) की स्थापना की, जो दलितों के राजनीतिक अधिकारों बाबासाहेब को सामाजिक न्याय और समानता का प्रतीक बनाया।😂",Not Hatespeech
"​Bahi me bol rha hu ram ek mahapurush h to mandir kyo ban hain puja karne ke liye BR AMBEDKAR kohi mandir ho batao ek baat aur bata du baba saheb ka statu isliye lagate hain batayu kyo

1-(Highcourt/supremecourt )me kyoki ye pahele kanoon mantri the aur. Constitution drafter committee chit person the 

2-(sociaty  / village kashbo)  me isiliye lagate hain ki dalit pichada garib aadibash mahila bacche enko jaane aur enko dekhker apna future batter banaye ki kese enhone sociaty me feli gand ko kese mitaya h 
3-aaj agard desh  ek h to baba saheb ki den h 
  Barna log ling language adivashi   jaati area ke  adhar per desh tukdo me tut jata 😊😊",Not Hatespeech
​ iske liye mera mental health kyun bigad rahe ambedkar wadi😢.koi dusra dharam apnayege toh mardege Hindu muslim ke nampe yaha rahe ge bramhan kehke marege kya kare? ladkiyan ka toh religion caste hi nahi raha 😢 sirf hum pis rahe hain kya kare?,Not Hatespeech
"Ram nai sabhi lok ko unite kay tha 
1. asur dev , vanar, manav 
2. ak aam insaan bankar 3 lok  kai swami Ravan ko haraya 
3. unhone nai prena di ki agar manav chai to wo kuch bhi paa sakta hai bas marg usai chunna hai 
4. ram nai bataya hai ki kaisai ak insaan apni limitation sai agai baad sakta hai 

islya wo bhagwan hai 
Ram nai nishad ko apna dost bana kar jati ko galat mana hai",Not Hatespeech
"​ manusmirti ka virod kyo nhi karte ho tumhare  ram ji   ekta ki baat karte hain to  (hindu dharm me jin logo ko malayi khane milti h sirf unhi logo ka dharm h baki to sab sudra dalit bhiansh chor gaaye chor pta nhi kya kya tum logo ne apne fayade ke liye unhe kya kya  bana diya )


 Hindu dharm me ekta jab hogi jab 

1- jaatiyo ke sir name hataye 
2- garibi ke adhar per reservation diya  jaye to tab bhi st/obc/sc ko hi milega
EWS  aur khatam ho jayega uper cast ke logo ko jo milta  bo bhi khatam ho jayega kyoki st/obc/sc me abhi bhi bahut garib log ha

3 - koyi kitna amir h koi kitna garib inequality ko dur kiya jaye 
4-",Hatespeech
"​ 
Hindu koi dharm nahi hai, wo ek panth hai, bhai.

sanatan accept changes we created sati we destroyed sati , we created dasi pratha we ended dasi pratha 

👉  jati line par hai laikin agar humara sath nahi dogai to kon daiga ghar chor kar janai sai ghar thik nahi hoga .... agar iccha hai na to ghar mai aoo aur ghar ko thik karnai mai madat karo yai sanatan humari purvajo ki dain hai haa ismai kuch galat chiz aai hai time kai sath laikin isko sahi karna humra kaam hai 


👉 Uske peechhe jo asli tatva hai, wo hai Sanatan Dharma.

✅ Hum Max Müller ke dwara likhi hui Manusmriti ka virodh karte hain.
✅ Lekin Dr. Surendra Kumar ke dwara likhi rational interpretation of Manusmriti ko support karte hain.

Haan, ham maante hain ki kuch galtiyan hui hain — lekin Hinduism ko jati se jodna sahi nahi hai.

🔍 Jati aur Varna ka farak samajhna bahut zaroori hai:

Jati: Janm ke aadhar par hoti hai (birth-based occupation system).

Varna: Janm par nahi, karma aur gunon par adharit hota hai.

🔗 Ref: Bhagavad Gita 4.13, 18.41–50

🔗 Ref: Samveda mantra 938

Aaj ki discrimination ki jadh kuch mukhya problems hain:

Occupation-based inequality

Gender-based inequality

Title-based pride

Financial inequality

Regional or area-based inequality

❌ Aur yeh sab sirf reservation se khatam nahi hote, dosto.

Ek gareeb Brahmin (by title) bhi hota hai, aur gareeb Dalit (by title) bhi.

👉 Isliye EWS (Economically Weaker Section) mein base hai:
“Family ki net income agar ₹8 lakh se kam hai, to aapko reservation milega.”

❗Lekin SC/ST/OBC reservation mein caste ke saath parental income ka itna role nahi hai.

Agar humein jati pratha samapt karni hai, to:

🔹 Har occupation ko equal respect dena hoga.
🔹 Gender ke naam par ucch–nichh ki soch samapt karni hogi (ismein Dalit aur non-Dalit sab shamil hain).
🔹 Title khud problem nahi hai — lekin title ke naam par ghamand hona asal samasya hai.

➡ Jab tak samajh aur samman sabke liye ek jaise nahi honge, tab tak equality sirf kagaz par rahegi.


jai shri RAM🕉🕉",Not Hatespeech
"sahi kiya 
jai bhim❤",Not Hatespeech
"जय छोटा भीम 
Gay Bhim 
Gay mohmmad true",Not Hatespeech
भीमतो को पासी कोल से मरवा दे ५०० बहुत है,Hatespeech
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Hatespeech
Sahi faisla hai,Not Hatespeech
"जिवो दलित भाई ओ 
जय भीम नमो बुद्धाय‌‌ 🙏🙏🙏",Not Hatespeech
Ambedkar L par,Hatespeech
नीलाड अंबेडकर ज्ञान दे रहा है जाकर दारु पी,Hatespeech
Ambedkar ki maa aur bahan L par,Hatespeech
​ gatar ka kida,Hatespeech
"जय छोटा भीम 
Gay Bhim 
Gay mohmmad true",Not Hatespeech
"Lagta h mujhe apni aage ki padhae  nahi rokne chahiye main padhunga apne samajh ke liye  , 😢jatav",Not Hatespeech
keep going bro,Not Hatespeech
